0.01	1	0.986156
0.06	2	0.942883
0.25	18	0.916803
0.28	25	0.897241
26.2	5076	0.895063
26.39	5125	0.891881
29.58	6049	0.885174
31.78	6682	0.882674
31.82	6694	0.881909
39.92	9067	0.881578
45.03	10665	0.880643
55.74	14309	0.880074
55.76	14313	0.879585
61	16029	0.879163
