0.01	1	0.986156
0.12	3	0.942883
0.37	27	0.916803
0.4	36	0.897241
3.53	611	0.884053
10.33	2933	0.881578
30.69	9923	0.881107
30.72	9932	0.881072
33.59	11096	0.880835
33.95	11232	0.880074
34.02	11243	0.879163
