1,0.249978,(1) 1 (0f1)
2,0.246161,(1) 1 (0f1) 1 (1f1)
5,0.234105,(1) 1 (0f1) 1 (1f1) 1 (2f1)
23,0.230852,(1) 1 (0f1) 1 (1f1) 1 (2f1) 2 (3f1)
360,0.226463,(1) 1 (0f1) 1 (1f2) 1 (2f1) 1 (0f2)
