0	25739733	0.0814687
0	25739735	0.0811059
0	25739736	0.0810278
0	25739756	0.080942
0.07	25741847	0.080905
0.07	25741849	0.080883
2.46	25814274	0.080875
2.48	25814533	0.0808008
