1,0.999912,(1) 1 (0f1)
3,0.986863,(1) 1 (0f2)
11,0.982338,(1) 1 (0f6)
129,0.974765,(1) 1 (0f2) 1 (1f1)
221,0.965985,(1) 1 (0f2) 1 (0f2)
375,0.965959,(1) 1 (0f2) 1 (1f1) 1 (2f2)
429,0.936421,(1) 1 (0f1) 1 (1f1) 1 (2f1)
942,0.912788,(1) 1 (0f1) 1 (1f2) 1 (0f2)
1825,0.905851,(1) 1 (0f1) 1 (1f2) 1 (2f1) 1 (0f2)
