0	1	0.794898
0	3	0.789617
0.02	26	0.787629
0.03	45	0.785806
0.13	93	0.746605
0.37	368	0.739207
0.37	374	0.729393
0.39	404	0.719996
0.4	435	0.718911
0.89	2267	0.717027
0.89	2276	0.709085
1.93	5860	0.707844
