0.02	1	0.999912
0.07	3	0.986863
0.17	11	0.982338
0.61	131	0.974765
1.45	149	0.965985
1.79	194	0.957168
3.04	395	0.952638
4.87	739	0.936863
7.87	1791	0.912788
8.17	1815	0.905851
