0.01	1	0.999912
0.07	3	0.986863
0.17	11	0.982338
0.64	129	0.977735
1.89	153	0.961614
4.04	236	0.9208
132.61	26596	0.920733
323.19	55209	0.915157
486.69	89650	0.912788
487.47	89678	0.905851
